id,鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
913,913,大同區,房地(土地+建物),臺北市大同區歸綏街61~90號,23.29,住,1060406,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,790226,134.1,4,2,2,有,無,20300000,151380,,0,0,
916,916,萬華區,房地(土地+建物),臺北市萬華區成都路151~180號,2.99,商,1060408,土地2建物1車位0,七層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,960622,40.07,1,1,1,有,有,5880000,146743,,0,0,
917,917,萬華區,房地(土地+建物)+車位,臺北市萬華區西園路一段181~210號,14.2,商,1060328,土地1建物2車位1,七層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,800810,133.78,2,1,0,有,有,1.50E+07,112116,坡道平面,17.25,0,
918,918,萬華區,房地(土地+建物)+車位,臺北市萬華區萬大路344巷31~60號,21.89,商,1060224,土地1建物1車位2,七層,二十六層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040206,229.4,3,1,2,有,有,10730000,46774,坡道平面,77.52,0,親友、員工或其他特殊關係間之交易。
920,920,大同區,房地(土地+建物),臺北市大同區承德路三段143巷1~30號,37,商,1060427,土地2建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,570224,75.84,4,2,2,有,無,1.20E+07,158228,,0,0,
921,921,大同區,房地(土地+建物),臺北市大同區酒泉街31~60號,24.22,住,1060425,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,720129,134.24,3,2,2,有,無,6800000,50656,,0,0,親友、員工或其他特殊關係間之交易。
922,922,大同區,房地(土地+建物),臺北市大同區承德路三段214巷1~30號,33.05,住,1060402,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,770307,107.83,3,2,2,有,無,1.00E+07,92739,,0,0,親友、員工或其他特殊關係間之交易。
923,923,中山區,房地(土地+建物)+車位,臺北市中山區敬業一路128巷1~30號,70.07,商,1060414,土地1建物1車位2,九層,十層,華廈(10層含以下有電梯),商業用,鋼骨鋼筋混凝土造,930507,310.21,6,2,2,有,有,68350000,220335,坡道平面,0,0,含增建或未登記建物。本案車位面積無法概算。
924,924,中山區,房地(土地+建物),臺北市中山區中山北路二段77巷1~30號,6.88,商,1060425,土地1建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,841109,50.8,1,0,1,有,有,8500000,167323,,0,0,
925,925,內湖區,房地(土地+建物),臺北市內湖區安康路334巷1~30號,36,其他,1060416,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700213,97.9,6,0,6,有,無,14880000,151992,,0,0,
926,926,中山區,房地(土地+建物),臺北市中山區民權東路三段31~60號,14.7,商,1060412,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,731109,133,3,2,2,有,有,2.70E+07,203008,,0,0,
927,927,內湖區,房地(土地+建物),臺北市內湖區康樂街181~210號,38.22,住,1060321,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730621,138.86,3,2,2,有,無,1.80E+07,129627,,0,0,
928,928,中山區,房地(土地+建物),臺北市中山區合江街127巷1~30號,14.51,住,1060408,土地1建物1車位0,三層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,880528,52.78,1,1,1,有,有,1.00E+07,189466,,0,0,含增建或未登記建物。
929,929,內湖區,房地(土地+建物)+車位,臺北市內湖區洲子街61~90號,55.43,工,1060410,土地1建物1車位2,四層,十層,辦公商業大樓,工業用,鋼筋混凝土造,880616,379.13,0,0,0,無,有,5.10E+07,134519,坡道平面,0,0,
930,930,信義區,房地(土地+建物),臺北市信義區忠孝東路五段781~810號,7.4,其他,1060417,土地3建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,960103,41.81,1,1,1,有,有,9900000,236785,,0,0,
931,931,南港區,房地(土地+建物),臺北市南港區成福路151~180號,10.38,住,1060426,土地2建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840627,48.1,1,1,1,有,有,4.00E+06,83160,,0,0,親友、員工或其他特殊關係間之交易。為尊重權利人隱私權主張，地政士無法入屋現場勘查，由權利人提供建物現況格局實際資訊，供地政士申報登錄。
932,932,松山區,房地(土地+建物),臺北市松山區撫遠街380巷1~30號,52.12,住,1060407,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630924,127.47,3,2,2,有,無,16620000,130384,,0,0,
933,933,信義區,房地(土地+建物)+車位,臺北市信義區松智路1~30號,100.2,住,1060425,土地1建物1車位2,十二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,851223,408.2,4,2,4,有,有,1.68E+08,411563,坡道平面,104.66,0,
934,934,南港區,房地(土地+建物)+車位,臺北市南港區重陽路361~390號,27.53,住,1060418,土地1建物1車位1,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,940321,138.55,2,2,2,有,有,19180000,138434,坡道平面,44.14,0,含增建或未登記建物。
937,937,松山區,房地(土地+建物),臺北市松山區民生東路五段151~180號,15.13,商,1060110,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,680521,126.2,3,2,2,有,有,2.40E+07,190174,,0,0,
938,938,松山區,房地(土地+建物),臺北市松山區南京東路五段66巷12弄1~30號,22.77,住,1060422,土地2建物1車位0,一層，停車場,七層,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,700216,201.56,3,2,2,有,有,8400000,41675,,0,0,親友、員工或其他特殊關係間之交易。
939,939,信義區,房地(土地+建物),臺北市信義區忠孝東路五段372巷1~30號,36.5,住,1060419,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,600820,96.84,7,0,7,有,無,18200000,187939,,0,0,
940,940,松山區,房地(土地+建物)+車位,臺北市松山區民權東路三段160巷19弄1~30號,27.31,住,1060425,土地1建物1車位2,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,690115,149.55,4,2,2,有,有,4.40E+07,294216,坡道平面,0,0,
941,941,松山區,房地(土地+建物),臺北市松山區南京東路五段331~360號,6.71,商,1060404,土地2建物1車位0,八層,十二層,辦公商業大樓,商業用,鋼筋混凝土造,681231,76.8,2,1,1,有,無,12300000,160156,,0,0,
942,942,北投區,房地(土地+建物)+車位,臺北市北投區大業路451~480號,28.64,住,1060409,土地3建物1車位1,十八層，十九層，電梯樓梯間,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860111,250.95,4,2,4,有,有,37580000,149751,坡道平面,0,0,含增建或未登記建物。本案車位面積無法概算。
944,944,士林區,房地(土地+建物)+車位,臺北市士林區承德路四段1巷1~30號,22.5,住,1060416,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040715,191.83,3,2,2,有,有,29600000,182189,坡道平面,39.79,1900000,
945,945,士林區,房地(土地+建物),臺北市士林區德行東路1~30號,23.07,住,1060426,土地2建物1車位0,一層，見使用執照,七層,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,720420,123.16,3,2,2,有,無,49500000,401916,,0,0,
946,946,北投區,房地(土地+建物),臺北市北投區珠海路1~30號,13.46,其他,1060423,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,861219,107.03,3,2,2,有,有,15500000,144819,,0,0,含增建或未登記建物。
947,947,北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷31~60號,38.42,住,1030322,土地1建物1車位2,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050921,271.48,3,2,2,有,有,48880000,230712,坡道平面,83.02,5400000,
950,950,北投區,房地(土地+建物),臺北市北投區開明街1~30號,29.53,住,1060429,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661018,104.33,4,2,2,有,無,11880000,113869,,0,0,陽台外推。成交資訊係屬不動產經紀業提供屬實。
951,951,士林區,房地(土地+建物)+車位,臺北市士林區環河北路三段91~120號,15.12,住,1060407,土地2建物1車位2,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,930518,149.2,3,2,2,有,有,1.70E+07,113941,坡道機械,39.1,0,含增建或未登記建物。
952,952,士林區,房地(土地+建物),臺北市士林區中山北路七段1~30號,26,商,1060328,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,770314,146.31,3,2,2,有,有,30200000,206411,,0,0,含增建或未登記建物。
953,953,北投區,房地(土地+建物),臺北市北投區公館路423巷8弄1~30號,46.95,住,1051228,土地1建物1車位0,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,821229,147.53,3,2,2,有,有,21400000,145055,,0,0,共有人數2人。含增建或未登記建物。
954,954,北投區,房地(土地+建物)+車位,臺北市北投區大業路361~390號,17.42,住,1060218,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,901101,144.91,3,2,2,有,有,2.00E+07,138017,坡道平面,38.66,0,含增建或未登記建物。
955,955,北投區,房地(土地+建物)+車位,臺北市北投區大興街31~60號,19.87,住,1060408,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011130,150.48,3,2,1,有,有,2.00E+07,132908,坡道平面,35.15,0,含增建或未登記建物。內含獨立產權車位，未包含在棟數內。
956,956,士林區,房地(土地+建物),臺北市士林區承德路四段80巷1~30號,27.32,住,1060416,土地9建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680618,88.51,2,2,1,有,無,11800000,133318,,0,0,含增建或未登記建物。
957,957,北投區,房地(土地+建物),臺北市北投區尊賢街302巷1~30號,25.75,住,1060405,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650525,80.75,3,2,2,有,無,1.70E+07,210526,,0,0,
958,958,士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段290巷7弄1~30號,54.15,住,1060412,土地1建物1車位1,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,940803,208.75,4,2,2,有,有,42350000,202874,坡道平面,0,0,
959,959,北投區,房地(土地+建物),臺北市北投區西安街一段313巷6弄1~30號,20.5,住,1060331,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610311,61.99,0,0,0,無,有,13600000,219390,,0,0,
961,961,士林區,房地(土地+建物),臺北市士林區大亨路6巷1~30號,435.63,住,1060321,土地2建物1車位0,全,,透天厝,住家用,加強磚造,550726,103.45,41,2,2,有,無,8.30E+07,802320,,0,0,
962,962,士林區,房地(土地+建物),臺北市士林區天玉街31~60號,23.59,住,1060425,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,720618,116.11,3,2,2,有,有,21880000,188442,,0,0,
964,964,士林區,房地(土地+建物)+車位,臺北市士林區中山北路七段14巷1~30號,28.42,住,1060401,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660929,109.41,2,2,1,有,有,23680000,216434,坡道平面,0,0,
966,966,士林區,房地(土地+建物)+車位,臺北市士林區天玉街16巷1~30號,24.47,住,1060317,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060110,130.48,0,0,0,無,有,33800000,283892,升降機械,19.17,2200000,
967,967,內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路二段179巷48弄1~30號,36.48,住,1060224,土地1建物1車位2,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971211,220.17,3,2,2,有,有,2.00E+07,90839,坡道平面,25.98,0,親友、員工或其他特殊關係間之交易。
969,969,內湖區,房地(土地+建物)+車位,臺北市內湖區星雲街161巷1~30號,21.63,住,1060326,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961026,163.45,2,2,2,有,有,36720000,251045,坡道平面,27.14,2500000,
970,970,內湖區,房地(土地+建物),臺北市內湖區文德路210巷30弄61~90號,25.32,住,1060426,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720422,108.95,3,2,1,有,無,14850000,136301,,0,0,含增建或未登記建物。
971,971,中山區,房地(土地+建物),臺北市中山區建國北路二段31~60號,3.57,住,1060411,土地5建物1車位0,十二層,十五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,770524,33.27,1,0,1,有,有,6300000,189360,,0,0,含增建或未登記建物
972,972,內湖區,房地(土地+建物)+車位,臺北市內湖區洲子街61~90號,105.52,工,1060413,土地1建物2車位10,八層,十二層,辦公商業大樓,工業用,見其他登記事項,940714,999.95,8,1,0,有,有,137800000,186156,坡道平面,345.66,16000000,
973,973,信義區,房地(土地+建物),臺北市信義區林口街10巷1~30號,23.4,住,1060423,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660106,77.57,3,1,1,有,無,10800000,139229,,0,0,
974,974,信義區,房地(土地+建物)+車位,臺北市信義區信義路六段15巷18弄1~30號,28.12,住,1060310,土地1建物1車位1,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830910,241.65,5,2,2,有,有,50800000,263113,坡道平面,65.68,4500000,含增建或未登記建物-栽植槽。
975,975,信義區,房地(土地+建物),臺北市信義區光復南路419巷1~30號,22.34,住,1060412,土地2建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,670831,125.3,6,3,3,有,有,3.30E+07,263368,,0,0,含增建或未登記建物。
976,976,信義區,房地(土地+建物),臺北市信義區忠孝東路五段423巷6弄1~30號,29.4,住,1060408,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,780425,112.07,3,2,2,有,有,16880000,150620,,0,0,
977,977,松山區,房地(土地+建物),臺北市松山區健康路61~90號,31.25,住,1060414,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,110.16,4,2,2,有,無,20500000,186093,,0,0,
978,978,南港區,房地(土地+建物),臺北市南港區富康街49巷1~30號,24.25,住,1060422,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,75.23,2,2,1,有,無,10500000,139572,,0,0,含增建或未登記建物。
979,979,文山區,房地(土地+建物),臺北市文山區辛亥路四段188巷24弄1~30號,32.75,住,1060328,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,90.77,3,2,2,有,無,10500000,115677,,0,0,含增建或未登記建物-空地加蓋。
980,980,中正區,房地(土地+建物),臺北市中正區鎮江街1~30號,24.13,住,1060408,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,720203,121.62,2,2,2,有,無,2.70E+07,222003,,0,0,
981,981,萬華區,房地(土地+建物),臺北市萬華區環河南路一段121~150號,22.85,住,1060408,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,731108,107.84,3,2,2,有,無,10800000,100148,,0,0,含增建或未登記建物。
982,982,萬華區,房地(土地+建物),臺北市萬華區長沙街二段1~30號,6.41,商,1060416,土地11建物1車位0,六層,十一層,套房(1房1廳1衛),見使用執照,鋼筋混凝土造,691113,27.37,1,1,1,有,有,4250000,155280,,0,0,含增建或未登記建物。
983,983,大安區,房地(土地+建物),臺北市大安區和平東路三段91~120號,13.24,商,1060417,土地1建物1車位0,騎樓，一層,六層,店面(店鋪),,鋼筋混凝土造,NA,59.39,0,1,1,有,無,30360000,511197,,0,0,含增建或未登記建物。
984,984,大安區,房地(土地+建物),臺北市大安區仁愛路四段122巷61~90號,4.82,商,1060415,土地2建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,720816,47.99,2,1,1,有,有,12880000,268389,,0,0,含增建或未登記建物。
985,985,北投區,房地(土地+建物),臺北市北投區溫泉路61~90號,24.75,住,1060425,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620519,78.32,3,2,1,有,無,1.00E+07,127681,,0,0,含增建或未登記建物。
986,986,士林區,房地(土地+建物)+車位,臺北市士林區基河路1~30號,15.5,住,1060430,土地1建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,931231,91.49,2,2,1,有,有,19200000,310640,坡道平面,37.73,2500000,含增建或未登記建物。
987,987,信義區,房地(土地+建物),臺北市信義區光復南路417巷31~60號,13.17,住,1060416,土地1建物1車位0,一層,五層,店面(店鋪),商業用,鋼筋混凝土造,760803,49.17,0,2,2,有,無,2.00E+07,406752,,0,0,含增建或未登記建物-平台外移空地加蓋。
988,988,南港區,房地(土地+建物)+車位,臺北市南港區重陽路125巷36弄1~30號,10.49,住,1060424,土地1建物1車位1,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970122,53.21,0,2,1,有,有,7730000,145273,坡道機械,0,0,
989,989,士林區,房地(土地+建物)+車位,臺北市士林區天玉街121~150號,88.69,住,1060319,土地1建物1車位3,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,961009,341.43,2,2,1,有,有,69200000,202677,坡道平面,123.06,0,
990,990,士林區,房地(土地+建物)+車位,臺北市士林區天玉街121~150號,72.88,住,1060319,土地1建物1車位2,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,961009,268.55,4,0,2,有,有,58800000,218954,坡道平面,82.04,0,
991,991,北投區,房地(土地+建物),臺北市北投區中和街507巷3弄1~30號,44,住,1060325,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640221,87.26,4,2,2,有,無,14500000,166170,,0,0,含增建或未登記建物-平台外移.空地加蓋之增建物.。
992,992,北投區,房地(土地+建物),臺北市北投區中和街451~480號,113,住,1060327,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,620403,252.12,6,3,4,有,無,25880000,102650,,0,0,
993,993,大安區,房地(土地+建物),臺北市大安區和平東路二段96巷15弄1~30號,30.18,住,1060326,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,101.22,3,2,2,有,無,22180000,219127,,0,0,含增建或未登記建物。
994,994,大安區,房地(土地+建物),臺北市大安區基隆路二段132巷1~30號,8.79,其他,1060408,土地1建物1車位0,二層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,821109,25.27,1,0,1,有,有,5200000,205778,,0,0,
995,995,大安區,房地(土地+建物),臺北市大安區新生南路一段139巷1~30號,46.12,住,1060501,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,NA,128.64,3,2,2,有,無,31680000,246269,,0,0,含增建或未登記建物。
996,996,大安區,房地(土地+建物),臺北市大安區復興南路二段301~330號,7.73,住,1060320,土地2建物1車位0,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,760519,68.17,3,2,2,有,有,1.20E+07,176031,,0,0,親友、員工或其他特殊關係間之交易。
997,997,大安區,房地(土地+建物),臺北市大安區師大路31~60號,6.37,住,1060503,土地1建物1車位0,三層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,971114,36.47,1,1,1,有,有,1.10E+07,301618,,0,0,含增建或未登記建物
998,998,大安區,房地(土地+建物),臺北市大安區通化街101巷1~30號,25.7,住,1060309,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691208,100.5,5,1,2,有,無,8100000,80597,,0,0,親友、員工或其他特殊關係間之交易。含增建或未登記建物。
999,999,大安區,房地(土地+建物)+車位,臺北市大安區光復南路631~660號,7.17,商,1060415,土地4建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970627,84.54,1,1,1,有,有,27600000,326473,塔式車位,0,0,
1000,1000,大安區,房地(土地+建物),臺北市大安區和平東路三段1巷72弄1~30號,19.94,住,1060331,土地1建物1車位0,十七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740522,102.91,3,2,1,有,有,20200000,196288,,0,0,內含獨立產權公設，未包含在棟數內。含增建或未登記建物。
1001,1001,大安區,房地(土地+建物),臺北市大安區通化街190巷1~30號,41.16,住,1060413,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,770122,124.85,3,2,2,有,無,18850000,150981,,0,0,
1002,1002,大安區,房地(土地+建物),臺北市大安區瑞安街208巷31~60號,40.71,住,1060404,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,750515,169,4,2,2,有,有,33700000,199408,,0,0,含增建或未登記建物。
1003,1003,大安區,房地(土地+建物)+車位,臺北市大安區忠孝東路四段301~330號,15.03,商,1060407,土地1建物1車位1,三層，陽台,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,NA,165.47,4,2,2,有,有,41250000,249290,坡道平面,37.95,0,
1004,1004,大安區,房地(土地+建物)+車位,臺北市大安區羅斯福路三段31~60號,9.34,商,1060421,土地2建物1車位1,五層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1050721,131.85,3,2,1,有,有,10210000,77436,坡道平面,35.24,0,二親等間買賣。
1005,1005,文山區,房地(土地+建物)+車位,臺北市文山區辛亥路六段31~60號,22.81,住,1060322,土地2建物1車位2,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970521,132.16,2,1,1,有,有,1.70E+07,163472,坡道機械,43.46,2500000,
1006,1006,文山區,房地(土地+建物)+車位,臺北市文山區秀明路二段115巷1~30號,132.56,住,1060318,土地4建物1車位1,十八層，十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860610,282.34,3,2,2,有,有,35560000,125947,坡道平面,0,2200000,含增建或未登記建物。
1008,1008,中正區,房地(土地+建物),臺北市中正區重慶南路三段121~150號,8.67,商,1060409,土地2建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971117,86.71,2,2,1,有,有,16500000,190289,,0,0,含增建或未登記建物。
1009,1009,南港區,房地(土地+建物),臺北市南港區忠孝東路七段571~600號,24.6,工,1060325,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,NA,85.47,4,1,1,有,無,11880000,138996,,0,0,含增建或未登記建物。
1011,1011,信義區,房地(土地+建物)+車位,臺北市信義區松平路61~90號,49.72,其他,1060410,土地2建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870428,193.05,2,2,2,有,有,4.60E+07,238280,坡道平面,0,3000000,含增建或未登記建物。
1012,1012,內湖區,房地(土地+建物),臺北市內湖區文德路91~120號,5.99,住,1060415,土地2建物1車位0,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850206,28.33,2,1,1,有,有,6780000,239322,,0,0,含增建或未登記建物
1013,1013,內湖區,房地(土地+建物),臺北市內湖區成功路四段214巷1弄1~30號,27.81,住,1060331,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740712,94.67,3,2,2,有,有,13500000,142601,,0,0,含增建或未登記建物。
1014,1014,內湖區,房地(土地+建物),臺北市內湖區文德路31~60號,22.54,住,1060317,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,740627,112.55,3,2,2,有,有,17800000,158152,,0,0,含增建或未登記建物。
1015,1015,中山區,房地(土地+建物),臺北市中山區建國北路一段31~60號,6.81,商,1060504,土地2建物1車位0,十一層,十五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,960913,72.3,2,1,1,有,有,18200000,251729,,0,0,
1016,1016,內湖區,房地(土地+建物)+車位,臺北市內湖區行善路281巷19弄1~30號,74.48,住,1060410,土地1建物1車位2,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990324,386.52,5,2,3,有,有,6.70E+07,173342,坡道平面,0,0,
1018,1018,北投區,房地(土地+建物),臺北市北投區文化三路31~60號,39.11,住,1060411,土地2建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,750312,123.08,3,2,2,有,有,12500000,101560,,0,0,
1020,1020,士林區,房地(土地+建物),臺北市士林區中山北路七段14巷65弄1~30號,27.88,住,1060314,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,731107,105.46,3,2,2,有,有,11680000,110753,,0,0,
1021,1021,北投區,房地(土地+建物),臺北市北投區中央北路一段180巷1~30號,32.04,住,1060424,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700130,97.15,3,2,2,有,無,1.10E+07,113227,,0,0,
1022,1022,士林區,房地(土地+建物)+車位,臺北市士林區社正路17巷1~30號,30.67,住,1060422,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1040528,159.23,2,2,1,有,有,23750000,151421,升降機械,14.27,1800000,
1023,1023,北投區,房地(土地+建物),臺北市北投區中央北路一段151~180號,6.82,商,1060404,土地1建物1車位0,一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030904,69.43,4,2,2,有,有,14080000,202794,,0,0,含增建或未登記建物。
1024,1024,北投區,房地(土地+建物),臺北市北投區西安街一段313巷1~30號,33.75,住,1060501,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680711,132.02,3,2,2,有,無,21280000,161188,,0,0,
1026,1026,北投區,房地(土地+建物),臺北市北投區溫泉路銀光巷1~30號,22.18,其他,1060412,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740517,71.33,2,1,1,有,無,5500000,77106,,0,0,
1027,1027,北投區,房地(土地+建物)+車位,臺北市北投區雙全街1~30號,14.19,商,1060418,土地2建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960518,153.52,3,2,2,有,有,17200000,112038,升降平面,39.78,0,
1028,1028,北投區,房地(土地+建物),臺北市北投區石牌路一段39巷70弄1~30號,18.88,住,1060429,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610608,34.3,3,2,2,有,無,6.00E+06,174927,,0,0,親友、員工或其他特殊關係間之交易。
1029,1029,士林區,房地(土地+建物),臺北市士林區士東路301~330號,28.01,住,1060328,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,670714,95.76,2,1,1,有,無,9650409,100777,,0,0,親友關係間之交易。
1030,1030,北投區,房地(土地+建物),臺北市北投區中和街31~60號,4.71,商,1060509,土地1建物1車位0,四層,八層,套房(1房1廳1衛),商業用,鋼筋混凝土造,690821,32.5,0,0,1,無,有,3200000,98462,,0,0,親友、員工或其他特殊關係間之交易。
